region,district,year,crop,area_ha,yield_mt_ha,production_mt,production_corrected,crop_group,cluster,group_name
CENTRAL,Agona East,2014,Rice,16.82,1.65,27.75,False,cereal,1,Mixed transitional
CENTRAL,Upper Denkyira East,2014,Cassava,2650.0,17.52,46428.0,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira West,2014,Cassava,6111.0,17.4,106331.4,False,root,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2014,Cassava,7245.0,20.3,147073.5,False,root,0,Root & tuber belt
CENTRAL,Assin South,2014,Cassava,3646.0,30.14,109890.44,False,root,0,Root & tuber belt
CENTRAL,Assin North,2014,Cassava,5891.0,17.16,101089.56,False,root,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2014,Cassava,5165.0,8.72,45038.8,False,root,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2014,Cassava,5100.0,13.0,66300.0,False,root,1,Mixed transitional
CENTRAL,Mfantsiman,2014,Cassava,10430.0,13.6,141848.0,False,root,1,Mixed transitional
CENTRAL,Komenda-Edina-Eguafo-Abirem,2014,Cassava,16331.0,19.4,316821.4,False,root,1,Mixed transitional
CENTRAL,Ajumako-Enyan-Esiam,2014,Cassava,5925.0,17.65,104576.25,False,root,1,Mixed transitional
CENTRAL,Effutu (Winneba),2014,Cassava,8656.0,13.86,119972.16,False,root,1,Mixed transitional
CENTRAL,Awutu-Senya,2014,Cassava,23421.0,13.89,325317.69,False,root,0,Root & tuber belt
CENTRAL,Gomoa East,2014,Cassava,1582.0,16.8,26577.6,False,root,1,Mixed transitional
CENTRAL,Gomoa West,2014,Cassava,2978.0,13.89,41364.42,False,root,1,Mixed transitional
CENTRAL,Cape Coast,2014,Cassava,7422.0,19.05,141389.1,False,root,1,Mixed transitional
CENTRAL,Agona East,2014,Cassava,2748.0,13.7,37647.6,False,root,1,Mixed transitional
CENTRAL,Agona West (Swedru),2014,Cassava,1995.0,11.2,22344.0,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira East,2014,Yam,140.0,4.9,686.0,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira West,2014,Yam,323.0,4.8,1550.4,False,root,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2014,Yam,224.0,3.91,875.84,False,root,0,Root & tuber belt
CENTRAL,Assin South,2014,Yam,68.0,4.1,278.8,False,root,0,Root & tuber belt
CENTRAL,Assin North,2014,Yam,260.0,4.5,1170.0,False,root,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2014,Yam,537.0,6.44,3458.28,False,root,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2014,Yam,22.3,5.2,115.96,False,root,1,Mixed transitional
CENTRAL,Ajumako-Enyan-Esiam,2014,Yam,556.0,3.8,2112.8,False,root,1,Mixed transitional
CENTRAL,Effutu (Winneba),2014,Yam,59.0,4.1,241.9,False,root,1,Mixed transitional
CENTRAL,Awutu-Senya,2014,Yam,146.0,5.54,808.84,False,root,0,Root & tuber belt
CENTRAL,Gomoa East,2014,Yam,33.5,6.6,221.1,False,root,1,Mixed transitional
CENTRAL,Gomoa West,2014,Yam,21.0,5.1,107.1,False,root,1,Mixed transitional
CENTRAL,Agona East,2014,Yam,215.0,9.1,1956.5,False,root,1,Mixed transitional
CENTRAL,Agona West (Swedru),2014,Yam,155.0,7.65,1185.75,False,root,1,Mixed transitional
EASTERN,Birim South,2014,Maize,6121.27,2.55,15609.24,False,cereal,0,Root & tuber belt
EASTERN,Birim Central,2014,Maize,8705.0,2.6,22633.0,False,cereal,0,Root & tuber belt
EASTERN,West Akim,2014,Maize,14285.63,3.45,49285.42,False,cereal,0,Root & tuber belt
EASTERN,Suhum Kraboa Coaltar,2014,Maize,8620.0,2.3,19826.0,False,cereal,0,Root & tuber belt
EASTERN,Akuapim South,2014,Maize,6709.73,2.26,15163.99,False,cereal,0,Root & tuber belt
EASTERN,Akuapim North,2014,Maize,9357.64,2.45,22926.22,False,cereal,0,Root & tuber belt
EASTERN,New Juaben,2014,Maize,5271.7,2.25,11861.32,False,cereal,1,Mixed transitional
EASTERN,Yilo Krobo,2014,Maize,9162.04,1.9,17407.88,False,cereal,0,Root & tuber belt
EASTERN,East Akim,2014,Maize,6044.0,2.2,13296.8,False,cereal,0,Root & tuber belt
EASTERN,Atiwa,2014,Maize,6817.0,2.33,15883.61,False,cereal,0,Root & tuber belt
EASTERN,Kwaebibirem,2014,Maize,6779.91,2.4,16271.78,False,cereal,0,Root & tuber belt
EASTERN,Birim North,2014,Maize,4532.0,2.0,9064.0,False,cereal,0,Root & tuber belt
EASTERN,Akyemansa,2014,Maize,6385.0,2.1,13408.5,False,cereal,0,Root & tuber belt
EASTERN,Kwahu West,2014,Maize,4219.22,2.2,9282.28,False,cereal,0,Root & tuber belt
EASTERN,Kwahu South,2014,Maize,4512.0,2.15,9700.8,False,cereal,0,Root & tuber belt
EASTERN,Kwahu East,2014,Maize,3017.0,2.15,6486.55,False,cereal,0,Root & tuber belt
EASTERN,Fanteakwa,2014,Maize,16875.28,1.85,31219.27,False,cereal,0,Root & tuber belt
EASTERN,Afram Plains,2014,Maize,26730.0,2.45,65488.5,False,cereal,0,Root & tuber belt
EASTERN,Asuogyaman,2014,Maize,8874.98,1.8,15974.96,False,cereal,0,Root & tuber belt
EASTERN,Lower Manya Krobo,2014,Maize,5420.0,2.05,11111.0,False,cereal,1,Mixed transitional
EASTERN,Upper Manya Krobo,2014,Maize,8362.0,2.05,17142.1,False,cereal,1,Mixed transitional
EASTERN,Birim South,2014,Rice,1618.85,3.39,5487.9,False,cereal,0,Root & tuber belt
EASTERN,Birim Central,2014,Rice,2137.09,3.39,7244.74,False,cereal,0,Root & tuber belt
EASTERN,West Akim,2014,Rice,25.23,2.88,72.66,False,cereal,0,Root & tuber belt
EASTERN,East Akim,2014,Rice,35.74,2.88,102.93,False,cereal,0,Root & tuber belt
EASTERN,Atiwa,2014,Rice,180.81,2.88,520.73,False,cereal,0,Root & tuber belt
EASTERN,Kwaebibirem,2014,Rice,1156.32,3.39,3919.92,False,cereal,0,Root & tuber belt
EASTERN,Birim North,2014,Rice,1072.22,3.91,4192.38,False,cereal,0,Root & tuber belt
EASTERN,Akyemansa,2014,Rice,1154.64,3.91,4514.64,False,cereal,0,Root & tuber belt
EASTERN,Kwahu West,2014,Rice,85.15,3.39,288.66,False,cereal,0,Root & tuber belt
EASTERN,Fanteakwa,2014,Rice,32.27,0.0,0.0,False,cereal,0,Root & tuber belt
EASTERN,Afram Plains,2014,Rice,103.02,2.67,275.06,False,cereal,0,Root & tuber belt
EASTERN,Lower Manya Krobo,2014,Rice,808.72,3.39,2741.56,False,cereal,1,Mixed transitional
EASTERN,Upper Manya Krobo,2014,Rice,1161.58,3.29,3821.6,False,cereal,1,Mixed transitional
EASTERN,Birim South,2014,Cassava,5816.5,24.5,142504.25,False,root,0,Root & tuber belt
EASTERN,Birim Central,2014,Cassava,7996.0,24.0,191904.0,False,root,0,Root & tuber belt
EASTERN,West Akim,2014,Cassava,14522.0,27.5,399355.0,False,root,0,Root & tuber belt
EASTERN,Suhum Kraboa Coaltar,2014,Cassava,11168.45,25.3,282561.79,False,root,0,Root & tuber belt
EASTERN,Akuapim South,2014,Cassava,6725.0,24.7,166107.5,False,root,0,Root & tuber belt
EASTERN,Akuapim North,2014,Cassava,11159.0,26.0,290134.0,False,root,0,Root & tuber belt
EASTERN,New Juaben,2014,Cassava,4669.0,20.0,93380.0,False,root,1,Mixed transitional
EASTERN,Yilo Krobo,2014,Cassava,10957.0,16.3,178599.1,False,root,0,Root & tuber belt
EASTERN,East Akim,2014,Cassava,7619.0,21.4,163046.6,False,root,0,Root & tuber belt
EASTERN,Atiwa,2014,Cassava,7857.0,34.4,270280.8,False,root,0,Root & tuber belt
EASTERN,Kwaebibirem,2014,Cassava,8486.0,20.2,171417.2,False,root,0,Root & tuber belt
EASTERN,Birim North,2014,Cassava,4914.0,23.5,115479.0,False,root,0,Root & tuber belt
EASTERN,Akyemansa,2014,Cassava,7075.0,21.0,148575.0,False,root,0,Root & tuber belt
EASTERN,Kwahu West,2014,Cassava,7902.0,25.5,201501.0,False,root,0,Root & tuber belt
EASTERN,Kwahu South,2014,Cassava,6303.0,16.1,101478.3,False,root,0,Root & tuber belt
EASTERN,Kwahu East,2014,Cassava,5385.0,15.5,83467.5,False,root,0,Root & tuber belt
EASTERN,Fanteakwa,2014,Cassava,17929.0,25.0,448225.0,False,root,0,Root & tuber belt
EASTERN,Afram Plains,2014,Cassava,19248.0,24.5,471576.0,False,root,0,Root & tuber belt
EASTERN,Asuogyaman,2014,Cassava,10960.0,23.9,261944.0,False,root,0,Root & tuber belt
EASTERN,Lower Manya Krobo,2014,Cassava,4235.0,21.2,89782.0,False,root,1,Mixed transitional
EASTERN,Upper Manya Krobo,2014,Cassava,6755.0,21.2,143206.0,False,root,1,Mixed transitional
EASTERN,Birim South,2014,Yam,343.0,17.0,5831.0,False,root,0,Root & tuber belt
EASTERN,Birim Central,2014,Yam,463.0,17.0,7871.0,False,root,0,Root & tuber belt
EASTERN,West Akim,2014,Yam,1218.0,18.1,22045.8,False,root,0,Root & tuber belt
EASTERN,Suhum Kraboa Coaltar,2014,Yam,213.0,17.0,3621.0,False,root,0,Root & tuber belt
EASTERN,Akuapim South,2014,Yam,194.0,16.2,3142.8,False,root,0,Root & tuber belt
EASTERN,Akuapim North,2014,Yam,124.0,15.3,1897.2,False,root,0,Root & tuber belt
EASTERN,New Juaben,2014,Yam,100.0,16.1,1610.0,False,root,1,Mixed transitional
EASTERN,Yilo Krobo,2014,Yam,1420.0,17.0,24140.0,False,root,0,Root & tuber belt
EASTERN,East Akim,2014,Yam,455.0,15.0,6825.0,False,root,0,Root & tuber belt
EASTERN,Atiwa,2014,Yam,460.0,15.0,6900.0,False,root,0,Root & tuber belt
EASTERN,Kwaebibirem,2014,Yam,261.0,15.1,3941.1,False,root,0,Root & tuber belt
EASTERN,Birim North,2014,Yam,674.0,14.9,10042.6,False,root,0,Root & tuber belt
EASTERN,Akyemansa,2014,Yam,965.0,15.1,14571.5,False,root,0,Root & tuber belt
EASTERN,Kwahu West,2014,Yam,1219.0,14.9,18163.1,False,root,0,Root & tuber belt
EASTERN,Kwahu South,2014,Yam,541.0,18.2,9846.2,False,root,0,Root & tuber belt
EASTERN,Kwahu East,2014,Yam,577.0,18.2,10501.4,False,root,0,Root & tuber belt
EASTERN,Fanteakwa,2014,Yam,2426.0,17.0,41242.0,False,root,0,Root & tuber belt
EASTERN,Afram Plains,2014,Yam,25776.0,22.5,579960.0,False,root,0,Root & tuber belt
EASTERN,Asuogyaman,2014,Yam,1435.0,17.6,25256.0,False,root,0,Root & tuber belt
EASTERN,Lower Manya Krobo,2014,Yam,548.0,18.2,9973.6,False,root,1,Mixed transitional
EASTERN,Upper Manya Krobo,2014,Yam,850.0,18.6,15810.0,False,root,1,Mixed transitional
GREATER ACCRA,Tema,2014,Maize,142.0,1.23,174.66,False,cereal,2,Other
GREATER ACCRA,Ashaiman,2014,Maize,61.0,1.02,62.22,False,cereal,2,Other
GREATER ACCRA,Adenta-Madina,2014,Maize,92.0,0.67,61.64,False,cereal,2,Other
GREATER ACCRA,Dangbe West,2014,Maize,1672.0,1.28,2140.16,False,cereal,1,Mixed transitional
GREATER ACCRA,Dangme East,2014,Maize,384.0,0.47,180.48,False,cereal,1,Mixed transitional
GREATER ACCRA,A.M.A,2014,Maize,25.0,1.34,33.5,False,cereal,2,Other
GREATER ACCRA,Ledzokuku-Krowor,2014,Maize,19.0,1.09,20.71,False,cereal,2,Other
GREATER ACCRA,Ga East,2014,Maize,344.0,1.3,447.2,False,cereal,2,Other
GREATER ACCRA,Ga West,2014,Maize,757.0,1.03,779.71,False,cereal,1,Mixed transitional
GREATER ACCRA,Ga South,2014,Maize,254.0,1.14,289.56,False,cereal,1,Mixed transitional
GREATER ACCRA,Ashaiman,2014,Rice,22.08,5.39,119.01,False,cereal,2,Other
GREATER ACCRA,Dangbe West,2014,Rice,3149.4,6.72,21163.97,False,cereal,1,Mixed transitional
GREATER ACCRA,Ga East,2014,Rice,2.51,4.69,11.77,False,cereal,2,Other
GREATER ACCRA,Ga West,2014,Rice,45.2,5.42,244.98,False,cereal,1,Mixed transitional
GREATER ACCRA,Tema,2014,Cassava,163.65,12.06,1973.62,False,root,2,Other
GREATER ACCRA,Adenta-Madina,2014,Cassava,13.2,12.39,163.55,False,root,2,Other
GREATER ACCRA,Dangbe West,2014,Cassava,1913.0,18.38,35160.94,False,root,1,Mixed transitional
GREATER ACCRA,Dangme East,2014,Cassava,2901.0,13.87,40236.87,False,root,1,Mixed transitional
GREATER ACCRA,A.M.A,2014,Cassava,0.5,6.25,3.12,False,root,2,Other
GREATER ACCRA,Ledzokuku-Krowor,2014,Cassava,0.8,5.0,4.0,False,root,2,Other
GREATER ACCRA,Ga East,2014,Cassava,167.6,13.79,2311.2,False,root,2,Other
GREATER ACCRA,Ga West,2014,Cassava,1230.72,18.43,22682.17,False,root,1,Mixed transitional
GREATER ACCRA,Ga South,2014,Cassava,433.66,17.01,7376.56,False,root,1,Mixed transitional
NORTHERN,Bole,2014,Maize,5019.3,1.25,6274.12,False,cereal,3,Northern cereal-legume
NORTHERN,Bunkpurugu/Yunyoo,2014,Maize,1983.0,1.2,2379.6,False,cereal,3,Northern cereal-legume
NORTHERN,Central Gonja,2014,Maize,3954.0,1.31,5179.74,False,cereal,3,Northern cereal-legume
NORTHERN,East Gonja,2014,Maize,4551.0,1.19,5415.69,False,cereal,3,Northern cereal-legume
NORTHERN,Kpandai,2014,Maize,3322.0,1.5,4983.0,False,cereal,0,Root & tuber belt
NORTHERN,East Mamprusi,2014,Maize,2318.0,1.05,2433.9,False,cereal,3,Northern cereal-legume
NORTHERN,Gushiegu,2014,Maize,5020.0,1.35,6777.0,False,cereal,3,Northern cereal-legume
NORTHERN,Karaga,2014,Maize,5312.2,1.24,6587.13,False,cereal,3,Northern cereal-legume
NORTHERN,Nanumba North,2014,Maize,4839.0,1.41,6822.99,False,cereal,0,Root & tuber belt
NORTHERN,Nanumba South,2014,Maize,4991.0,1.35,6737.85,False,cereal,0,Root & tuber belt
NORTHERN,Saboba,2014,Maize,1799.0,1.45,2608.55,False,cereal,3,Northern cereal-legume
NORTHERN,Chereponi,2014,Maize,852.98,1.3,1108.87,False,cereal,3,Northern cereal-legume
NORTHERN,Savelugu/Nanton,2014,Maize,9451.65,1.28,12098.11,False,cereal,3,Northern cereal-legume
NORTHERN,Sawla/Tuna/Kalba,2014,Maize,12859.69,1.63,20961.29,False,cereal,3,Northern cereal-legume
NORTHERN,Tamale Metro,2014,Maize,9064.14,1.21,10967.61,False,cereal,3,Northern cereal-legume
NORTHERN,Tolon/Kumbungu,2014,Maize,11002.65,1.58,17384.19,False,cereal,3,Northern cereal-legume
NORTHERN,West Gonja,2014,Maize,8157.45,1.21,9870.51,False,cereal,0,Root & tuber belt
NORTHERN,West Mamprusi,2014,Maize,5961.0,1.68,10014.48,False,cereal,3,Northern cereal-legume
NORTHERN,Yendi,2014,Maize,8671.0,1.45,12572.95,False,cereal,3,Northern cereal-legume
NORTHERN,Zabzugu/Tatale,2014,Maize,9884.0,1.41,13936.44,False,cereal,3,Northern cereal-legume
NORTHERN,Bole,2014,Rice,733.11,1.59,1165.64,False,cereal,3,Northern cereal-legume
NORTHERN,Bunkpurugu/Yunyoo,2014,Rice,362.66,1.29,467.83,False,cereal,3,Northern cereal-legume
NORTHERN,Central Gonja,2014,Rice,1438.04,1.72,2473.43,False,cereal,3,Northern cereal-legume
NORTHERN,East Gonja,2014,Rice,2524.87,1.79,4519.52,False,cereal,3,Northern cereal-legume
NORTHERN,Kpandai,2014,Rice,2360.62,2.04,4815.66,False,cereal,0,Root & tuber belt
NORTHERN,East Mamprusi,2014,Rice,982.87,1.68,1651.22,False,cereal,3,Northern cereal-legume
NORTHERN,Gushiegu,2014,Rice,2687.86,1.76,4730.63,False,cereal,3,Northern cereal-legume
NORTHERN,Karaga,2014,Rice,2305.81,2.06,4749.97,False,cereal,3,Northern cereal-legume
NORTHERN,Nanumba North,2014,Rice,846.22,1.47,1243.94,False,cereal,0,Root & tuber belt
NORTHERN,Nanumba South,2014,Rice,1364.89,1.8,2456.8,False,cereal,0,Root & tuber belt
NORTHERN,Saboba,2014,Rice,824.14,1.89,1557.62,False,cereal,3,Northern cereal-legume
NORTHERN,Chereponi,2014,Rice,1040.69,1.92,1998.12,False,cereal,3,Northern cereal-legume
NORTHERN,Savelugu/Nanton,2014,Rice,10356.29,2.41,24958.66,False,cereal,3,Northern cereal-legume
NORTHERN,Sawla/Tuna/Kalba,2014,Rice,1371.75,2.05,2812.09,False,cereal,3,Northern cereal-legume
NORTHERN,Tamale Metro,2014,Rice,16948.5,2.18,36947.73,False,cereal,3,Northern cereal-legume
NORTHERN,Tolon/Kumbungu,2014,Rice,18229.38,2.2,40104.64,False,cereal,3,Northern cereal-legume
NORTHERN,West Gonja,2014,Rice,1314.0,1.81,2378.34,False,cereal,0,Root & tuber belt
NORTHERN,West Mamprusi,2014,Rice,5258.08,2.38,12514.23,False,cereal,3,Northern cereal-legume
NORTHERN,Yendi,2014,Rice,4761.94,2.01,9571.5,False,cereal,3,Northern cereal-legume
NORTHERN,Zabzugu/Tatale,2014,Rice,2249.57,1.77,3981.74,False,cereal,3,Northern cereal-legume
NORTHERN,Bole,2014,Cassava,2046.0,12.38,25329.48,False,root,3,Northern cereal-legume
NORTHERN,Bunkpurugu/Yunyoo,2014,Cassava,520.0,11.22,5834.4,False,root,3,Northern cereal-legume
NORTHERN,Central Gonja,2014,Cassava,5375.0,13.57,72938.75,False,root,3,Northern cereal-legume
NORTHERN,East Gonja,2014,Cassava,3754.16,12.1,45425.34,False,root,3,Northern cereal-legume
NORTHERN,Kpandai,2014,Cassava,2978.34,12.8,38122.75,False,root,0,Root & tuber belt
NORTHERN,East Mamprusi,2014,Cassava,1200.0,9.0,10800.0,False,root,3,Northern cereal-legume
NORTHERN,Gushiegu,2014,Cassava,3720.0,14.2,52824.0,False,root,3,Northern cereal-legume
NORTHERN,Karaga,2014,Cassava,1479.5,10.65,15756.68,False,root,3,Northern cereal-legume
NORTHERN,Nanumba North,2014,Cassava,10770.0,19.97,215076.9,False,root,0,Root & tuber belt
NORTHERN,Nanumba South,2014,Cassava,7431.84,20.0,148636.8,False,root,0,Root & tuber belt
NORTHERN,Saboba,2014,Cassava,509.14,10.32,5254.32,False,root,3,Northern cereal-legume
NORTHERN,Chereponi,2014,Cassava,525.0,8.92,4683.0,False,root,3,Northern cereal-legume
NORTHERN,Savelugu/Nanton,2014,Cassava,2980.54,7.38,21996.39,False,root,3,Northern cereal-legume
NORTHERN,Sawla/Tuna/Kalba,2014,Cassava,1421.0,12.9,18330.9,False,root,3,Northern cereal-legume
NORTHERN,Tamale Metro,2014,Cassava,2009.78,6.86,13787.09,False,root,3,Northern cereal-legume
NORTHERN,Tolon/Kumbungu,2014,Cassava,5906.0,11.15,65851.9,False,root,3,Northern cereal-legume
NORTHERN,West Gonja,2014,Cassava,21250.0,21.25,451562.5,False,root,0,Root & tuber belt
NORTHERN,West Mamprusi,2014,Cassava,2562.47,6.1,15631.07,False,root,3,Northern cereal-legume
NORTHERN,Yendi,2014,Cassava,4757.0,13.38,63648.66,False,root,3,Northern cereal-legume
NORTHERN,Zabzugu/Tatale,2014,Cassava,5220.0,15.15,79083.0,False,root,3,Northern cereal-legume
NORTHERN,Bole,2014,Yam,4141.5,14.27,59099.2,False,root,3,Northern cereal-legume
NORTHERN,Bunkpurugu/Yunyoo,2014,Yam,1984.0,5.75,11408.0,False,root,3,Northern cereal-legume
NORTHERN,Central Gonja,2014,Yam,6759.0,12.91,87258.69,False,root,3,Northern cereal-legume
NORTHERN,East Gonja,2014,Yam,13954.0,13.12,183076.48,False,root,3,Northern cereal-legume
NORTHERN,Kpandai,2014,Yam,5203.0,13.69,71229.07,False,root,0,Root & tuber belt
NORTHERN,East Mamprusi,2014,Yam,5040.0,11.65,58716.0,False,root,3,Northern cereal-legume
NORTHERN,Gushiegu,2014,Yam,2140.0,11.6,24824.0,False,root,3,Northern cereal-legume
NORTHERN,Karaga,2014,Yam,1476.2,11.5,16976.3,False,root,3,Northern cereal-legume
NORTHERN,Nanumba North,2014,Yam,15013.0,21.94,329385.22,False,root,0,Root & tuber belt
NORTHERN,Nanumba South,2014,Yam,12768.12,22.25,284090.67,False,root,0,Root & tuber belt
NORTHERN,Saboba,2014,Yam,5101.21,13.0,66315.73,False,root,3,Northern cereal-legume
NORTHERN,Chereponi,2014,Yam,1209.45,12.15,14694.82,False,root,3,Northern cereal-legume
NORTHERN,Savelugu/Nanton,2014,Yam,7594.67,14.08,106932.95,False,root,3,Northern cereal-legume
NORTHERN,Sawla/Tuna/Kalba,2014,Yam,8996.43,17.3,155638.24,False,root,3,Northern cereal-legume
NORTHERN,Tamale Metro,2014,Yam,8301.94,10.1,83849.59,False,root,3,Northern cereal-legume
NORTHERN,Tolon/Kumbungu,2014,Yam,4246.38,12.75,54141.34,False,root,3,Northern cereal-legume
NORTHERN,West Gonja,2014,Yam,6305.37,22.81,143825.49,False,root,0,Root & tuber belt
NORTHERN,West Mamprusi,2014,Yam,6672.0,7.3,48705.6,False,root,3,Northern cereal-legume
NORTHERN,Yendi,2014,Yam,7909.0,20.52,162292.68,False,root,3,Northern cereal-legume
NORTHERN,Zabzugu/Tatale,2014,Yam,11316.0,18.3,207082.8,False,root,3,Northern cereal-legume
NORTHERN,Bole,2014,Soyabean,874.5,1.2,1049.4,False,legume,3,Northern cereal-legume
NORTHERN,Bunkpurugu/Yunyoo,2014,Soyabean,2986.0,1.68,5016.48,False,legume,3,Northern cereal-legume
NORTHERN,Central Gonja,2014,Soyabean,651.0,1.5,976.5,False,legume,3,Northern cereal-legume
NORTHERN,East Gonja,2014,Soyabean,745.0,1.76,1311.2,False,legume,3,Northern cereal-legume
NORTHERN,Kpandai,2014,Soyabean,497.0,1.9,944.3,False,legume,0,Root & tuber belt
NORTHERN,East Mamprusi,2014,Soyabean,3783.0,1.5,5674.5,False,legume,3,Northern cereal-legume
NORTHERN,Gushiegu,2014,Soyabean,5566.0,1.3,7235.8,False,legume,3,Northern cereal-legume
NORTHERN,Karaga,2014,Soyabean,5023.7,1.3,6530.81,False,legume,3,Northern cereal-legume
NORTHERN,Nanumba North,2014,Soyabean,3492.0,2.1,7333.2,False,legume,0,Root & tuber belt
NORTHERN,Nanumba South,2014,Soyabean,4436.0,2.55,11311.8,False,legume,0,Root & tuber belt
NORTHERN,Saboba,2014,Soyabean,1237.0,1.66,2053.42,False,legume,3,Northern cereal-legume
NORTHERN,Chereponi,2014,Soyabean,728.0,1.65,1201.2,False,legume,3,Northern cereal-legume
NORTHERN,Savelugu/Nanton,2014,Soyabean,4864.0,2.24,10895.36,False,legume,3,Northern cereal-legume
NORTHERN,Sawla/Tuna/Kalba,2014,Soyabean,481.0,1.5,721.5,False,legume,3,Northern cereal-legume
NORTHERN,Tamale Metro,2014,Soyabean,1477.0,1.86,2747.22,False,legume,3,Northern cereal-legume
NORTHERN,Tolon/Kumbungu,2014,Soyabean,1709.0,2.0,3418.0,False,legume,3,Northern cereal-legume
NORTHERN,West Gonja,2014,Soyabean,641.0,2.1,1346.1,False,legume,0,Root & tuber belt
NORTHERN,West Mamprusi,2014,Soyabean,3251.0,1.25,4063.75,False,legume,3,Northern cereal-legume
NORTHERN,Yendi,2014,Soyabean,11051.0,2.43,26853.93,False,legume,3,Northern cereal-legume
NORTHERN,Zabzugu/Tatale,2014,Soyabean,622.0,1.76,1094.72,False,legume,3,Northern cereal-legume
UPPER EAST,Builsa,2014,Maize,4265.0,1.4,5971.0,False,cereal,3,Northern cereal-legume
UPPER EAST,Kassena Nankana East,2014,Maize,2329.0,1.1,2561.9,False,cereal,3,Northern cereal-legume
UPPER EAST,Kassena Nankana West,2014,Maize,1552.0,1.11,1722.72,False,cereal,3,Northern cereal-legume
UPPER EAST,Bolgatanga Municipal,2014,Maize,2081.0,1.6,3329.6,False,cereal,3,Northern cereal-legume
UPPER EAST,Bawku Municipal,2014,Maize,12635.0,1.36,17183.6,False,cereal,3,Northern cereal-legume
UPPER EAST,Bawku West,2014,Maize,7043.0,1.4,9860.2,False,cereal,3,Northern cereal-legume
UPPER EAST,Bongo,2014,Maize,830.0,1.34,1112.2,False,cereal,3,Northern cereal-legume
UPPER EAST,Garu Tempane,2014,Maize,10200.0,1.4,14280.0,False,cereal,3,Northern cereal-legume
UPPER EAST,Talensi Nabdam,2014,Maize,2564.0,1.5,3846.0,False,cereal,3,Northern cereal-legume
UPPER EAST,Builsa,2014,Rice,9494.44,2.06,19558.55,False,cereal,3,Northern cereal-legume
UPPER EAST,Kassena Nankana East,2014,Rice,4457.09,3.09,13772.41,False,cereal,3,Northern cereal-legume
UPPER EAST,Kassena Nankana West,2014,Rice,2461.91,2.68,6597.92,False,cereal,3,Northern cereal-legume
UPPER EAST,Bolgatanga Municipal,2014,Rice,2899.21,2.41,6987.1,False,cereal,3,Northern cereal-legume
UPPER EAST,Bawku Municipal,2014,Rice,5448.37,3.51,19123.78,False,cereal,3,Northern cereal-legume
UPPER EAST,Bawku West,2014,Rice,6933.72,2.78,19275.74,False,cereal,3,Northern cereal-legume
UPPER EAST,Bongo,2014,Rice,3153.6,2.74,8640.86,False,cereal,3,Northern cereal-legume
UPPER EAST,Garu Tempane,2014,Rice,4795.57,2.27,10885.94,False,cereal,3,Northern cereal-legume
UPPER EAST,Talensi Nabdam,2014,Rice,2144.45,2.16,4632.01,False,cereal,3,Northern cereal-legume
UPPER EAST,Builsa,2014,Soyabean,295.0,0.5,147.5,False,legume,3,Northern cereal-legume
UPPER EAST,Kassena Nankana East,2014,Soyabean,450.0,0.93,418.5,False,legume,3,Northern cereal-legume
UPPER EAST,Kassena Nankana West,2014,Soyabean,312.0,0.9,280.8,False,legume,3,Northern cereal-legume
UPPER EAST,Bolgatanga Municipal,2014,Soyabean,308.0,0.34,104.72,False,legume,3,Northern cereal-legume
UPPER EAST,Bawku Municipal,2014,Soyabean,6560.0,1.23,8068.8,False,legume,3,Northern cereal-legume
UPPER EAST,Bawku West,2014,Soyabean,4200.0,1.11,4662.0,False,legume,3,Northern cereal-legume
UPPER EAST,Bongo,2014,Soyabean,300.0,0.69,207.0,False,legume,3,Northern cereal-legume
UPPER EAST,Garu Tempane,2014,Soyabean,1650.0,0.64,1056.0,False,legume,3,Northern cereal-legume
UPPER EAST,Talensi Nabdam,2014,Soyabean,1792.0,1.0,1792.0,False,legume,3,Northern cereal-legume
UPPER WEST,Wa West,2014,Maize,5260.0,1.0,5260.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Wa East,2014,Maize,8540.0,1.1,9394.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Wa Municipal,2014,Maize,6540.0,1.42,9286.8,False,cereal,3,Northern cereal-legume
UPPER WEST,Lawra,2014,Maize,3200.0,1.16,3712.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Sissala East,2014,Maize,10250.0,2.96,30340.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Sissala West,2014,Maize,9330.0,2.52,23511.6,False,cereal,3,Northern cereal-legume
UPPER WEST,Jirapa,2014,Maize,4120.0,1.7,7004.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Lambussie-Karni,2014,Maize,2350.0,0.8,1880.0,False,cereal,3,Northern cereal-legume
UPPER WEST,Nadowli,2014,Maize,11250.0,1.24,13950.0,False,cereal,3,Northern cereal-legume
